25674445	"Arizona" Charlie Meadows	2010-05-05 21:28:25	Arizona Charlie Meadows showman, sharpshooter and gambler born Abram Henson Meadows in Visalia, California in 1859 and died Yuma, Arizona in 1932. \n\nArizona Charlie's Decatur\n\n
25859066	'Malakeng	2010-06-07 18:06:05	'Malakeng is a community council located in the Mafeteng District of Lesotho. Its population in 2006 was 8,382.\n\n
27362502	(6003) 1988 VO1	2010-06-11 07:06:32	(6003) 1988 VO is a main-belt minor planet. It was discovered by Seiji Ueda and Hiroshi Kaneda in Kushiro, Hokkaidō, Japan, on November 2, 1988.\n\n
26362036	(6476) 1987 VT	2010-06-09 23:04:43	(6476) 1987 VT is a main-belt minor planet. It was discovered by Zdeňka Vávrová at the Kleť Observatory near České Budějovice, Czech Republic, on November 15, 1987.\n\n
